gene_short_name	num_cells_expressed
FAM9A	FAM9A	0
GS1-542M4.4	GS1-542M4.4	0
FAM9B	FAM9B	0
GS1-519E5.1	GS1-519E5.1	0
TBL1X	TBL1X	3
GPR143	GPR143	0
SHROOM2	SHROOM2	0
AC002365.1	AC002365.1	0
WWC3	WWC3	5
WWC3-AS1	WWC3-AS1	0
CLCN4	CLCN4	3
RP6-1O2.1	RP6-1O2.1	0
MID1	MID1	0
RP11-120D5.1	RP11-120D5.1	0
HCCS	HCCS	24
ARHGAP6	ARHGAP6	0
AMELX	AMELX	0
MSL3	MSL3	46
FRMPD4	FRMPD4	0
FRMPD4-AS1	FRMPD4-AS1	0
PRPS2	PRPS2	21
TLR7	TLR7	1
TLR8-AS1	TLR8-AS1	0
TLR8	TLR8	0
TMSB4X	TMSB4X	799
FAM9C	FAM9C	0
RP11-791M20.1	RP11-791M20.1	0
GS1-600G8.5	GS1-600G8.5	0
GS1-600G8.3	GS1-600G8.3	0
ATXN3L	ATXN3L	0
RP11-142G7.2	RP11-142G7.2	0
RP11-1L9.1	RP11-1L9.1	0
EGFL6	EGFL6	0
TCEANC	TCEANC	3
RAB9A	RAB9A	18
TRAPPC2	TRAPPC2	21
OFD1	OFD1	55
GPM6B	GPM6B	0
RP1-122K4.2	RP1-122K4.2	0
RP1-122K4.3	RP1-122K4.3	0
GEMIN8	GEMIN8	5
GLRA2	GLRA2	0
FANCB	FANCB	5
MOSPD2	MOSPD2	2
ASB9	ASB9	0
ASB11	ASB11	1
PIGA	PIGA	2
FIGF	FIGF	0
PIR	PIR	0
BMX	BMX	0
ACE2	ACE2	0
GS1-594A7.3	GS1-594A7.3	0
TMEM27	TMEM27	0
CA5B	CA5B	26
ZRSR2	ZRSR2	44
AP1S2	AP1S2	69
GRPR	GRPR	0
RP11-431J24.2	RP11-431J24.2	0
MAGEB17	MAGEB17	0
CTPS2	CTPS2	1
S100G	S100G	0
SYAP1	SYAP1	23
TXLNG	TXLNG	42
RBBP7	RBBP7	64
REPS2	REPS2	0
NHS	NHS	0
NHS-AS1	NHS-AS1	0
SCML1	SCML1	8
RAI2	RAI2	0
RP3-410B11.1	RP3-410B11.1	0
BEND2	BEND2	0
SCML2	SCML2	0
CDKL5	CDKL5	0
RS1	RS1	0
PPEF1	PPEF1	0
PPEF1-AS1	PPEF1-AS1	0
PHKA2-AS1	PHKA2-AS1	0
PHKA2	PHKA2	3
GPR64	GPR64	0
PDHA1	PDHA1	23
MAP3K15	MAP3K15	0
SH3KBP1	SH3KBP1	62
CXorf23	CXorf23	0
MAP7D2	MAP7D2	0
EIF1AX	EIF1AX	68
EIF1AX-AS1	EIF1AX-AS1	0
RPS6KA3	RPS6KA3	14
CNKSR2	CNKSR2	4
KLHL34	KLHL34	0
SMPX	SMPX	0
MBTPS2	MBTPS2	4
YY2	YY2	1
SMS	SMS	60
PHEX	PHEX	0
PHEX-AS1	PHEX-AS1	0
RP11-40F8.2	RP11-40F8.2	0
ZNF645	ZNF645	0
RP11-494I9.2	RP11-494I9.2	0
GS1-433O24.1	GS1-433O24.1	0
DDX53	DDX53	0
PTCHD1	PTCHD1	0
PRDX4	PRDX4	28
ACOT9	ACOT9	7
RP13-314C10.5	RP13-314C10.5	0
SAT1	SAT1	188
APOO	APOO	9
CXorf58	CXorf58	0
KLHL15	KLHL15	2
EIF2S3	EIF2S3	86
ZFX-AS1	ZFX-AS1	0
ZFX	ZFX	7
PDK3	PDK3	7
PCYT1B	PCYT1B	0
PCYT1B-AS1	PCYT1B-AS1	0
POLA1	POLA1	2
ARX	ARX	0
RP11-86A5.1	RP11-86A5.1	0
MAGEB18	MAGEB18	0
MAGEB6	MAGEB6	0
MAGEB5	MAGEB5	0
VENTXP1	VENTXP1	0
RP11-268G12.3	RP11-268G12.3	0
RP11-268G12.1	RP11-268G12.1	0
DCAF8L2	DCAF8L2	0
MAGEB10	MAGEB10	0
DCAF8L1	DCAF8L1	0
RP11-149B9.2	RP11-149B9.2	0
IL1RAPL1	IL1RAPL1	0
MAGEB2	MAGEB2	0
MAGEB3	MAGEB3	0
MAGEB4	MAGEB4	0
MAGEB1	MAGEB1	0
NR0B1	NR0B1	0
CXorf21	CXorf21	7
GK	GK	5
GK-AS1	GK-AS1	0
TAB3	TAB3	0
TAB3-AS1	TAB3-AS1	0
TAB3-AS2	TAB3-AS2	0
FTHL17	FTHL17	0
DMD	DMD	1
DMD-AS3	DMD-AS3	0
RP11-305F18.1	RP11-305F18.1	0
FAM47A	FAM47A	0
RP11-545D19.1	RP11-545D19.1	0
TMEM47	TMEM47	0
FAM47B	FAM47B	0
MAGEB16	MAGEB16	0
CXorf22	CXorf22	0
CHDC2	CHDC2	0
CXorf30	CXorf30	0
RP11-87M18.2	RP11-87M18.2	0
FAM47C	FAM47C	0
PRRG1	PRRG1	0
TM4SF2	TM4SF2	0
LANCL3	LANCL3	0
XK	XK	0
CYBB	CYBB	32
DYNLT3	DYNLT3	39
AL121578.2	AL121578.2	0
CXorf27	CXorf27	0
SYTL5	SYTL5	0
SRPX	SRPX	0
RP13-43E11.1	RP13-43E11.1	0
RPGR	RPGR	3
OTC	OTC	0
TSPAN7	TSPAN7	1
RP4-646N3.1	RP4-646N3.1	0
MID1IP1	MID1IP1	39
MID1IP1-AS1	MID1IP1-AS1	0
RP11-265P11.1	RP11-265P11.1	0
RP11-265P11.2	RP11-265P11.2	2
RP11-157D23.1	RP11-157D23.1	0
RP11-157D23.2	RP11-157D23.2	0
MIR1587	MIR1587	0
AC092198.1	AC092198.1	0
BCOR	BCOR	2
RP11-320G24.1	RP11-320G24.1	0
ATP6AP2	ATP6AP2	85
CXorf38	CXorf38	10
MED14	MED14	3
MED14-AS1	MED14-AS1	2
USP9X	USP9X	5
RP5-1172N10.2	RP5-1172N10.2	0
DDX3X	DDX3X	41
NYX	NYX	0
CASK	CASK	2
CASK-AS1	CASK-AS1	0
GPR34	GPR34	0
GPR82	GPR82	0
RP11-524P6.1	RP11-524P6.1	0
RP1-154K9.2	RP1-154K9.2	0
RP3-326I13.1	RP3-326I13.1	0
MAOA	MAOA	0
MAOB	MAOB	0
NDP	NDP	0
NDP-AS1	NDP-AS1	0
EFHC2	EFHC2	0
FUNDC1	FUNDC1	31
DUSP21	DUSP21	0
KDM6A	KDM6A	8
CXorf36	CXorf36	0
RP11-342D14.1	RP11-342D14.1	0
RP11-245M24.1	RP11-245M24.1	0
RP6-99M1.2	RP6-99M1.2	1
RP6-99M1.3	RP6-99M1.3	0
RP5-1158E12.3	RP5-1158E12.3	0
RP5-1158E12.1	RP5-1158E12.1	0
RP1-30G7.2	RP1-30G7.2	0
KRBOX4	KRBOX4	14
ZNF674	ZNF674	0
ZNF674-AS1	ZNF674-AS1	3
CHST7	CHST7	5
SLC9A7	SLC9A7	4
RP2	RP2	2
CXorf31	CXorf31	0
JADE3	JADE3	3
RGN	RGN	0
NDUFB11	NDUFB11	301
RBM10	RBM10	23
UBA1	UBA1	30
CDK16	CDK16	5
USP11	USP11	15
RP11-571E6.3	RP11-571E6.3	0
ZNF157	ZNF157	0
ZNF41	ZNF41	1
CXorf24	CXorf24	2
ARAF	ARAF	39
SYN1	SYN1	0
TIMP1	TIMP1	82
CFP	CFP	17
ELK1	ELK1	11
UXT	UXT	335
UXT-AS1	UXT-AS1	0
ZNF81	ZNF81	3
ZNF182	ZNF182	1
ZNF630	ZNF630	0
SPACA5	SPACA5	0
ZNF630-AS1	ZNF630-AS1	0
SPACA5B	SPACA5B	0
SSX5	SSX5	0
SSX1	SSX1	0
RP11-344N17.8	RP11-344N17.8	0
SSX3	SSX3	0
SSX4	SSX4	0
SSX4B	SSX4B	0
SLC38A5	SLC38A5	12
FTSJ1	FTSJ1	19
AF196972.9	AF196972.9	0
PORCN	PORCN	5
EBP	EBP	64
TBC1D25	TBC1D25	11
AC115618.1	AC115618.1	6
RBM3	RBM3	313
RP11-1148L6.5	RP11-1148L6.5	0
WDR13	WDR13	30
WAS	WAS	96
SUV39H1	SUV39H1	4
AF196970.3	AF196970.3	0
GLOD5	GLOD5	0
GATA1	GATA1	0
HDAC6	HDAC6	9
ERAS	ERAS	1
PCSK1N	PCSK1N	10
TIMM17B	TIMM17B	64
PQBP1	PQBP1	99
SLC35A2	SLC35A2	12
PIM2	PIM2	61
OTUD5	OTUD5	15
KCND1	KCND1	0
GRIPAP1	GRIPAP1	15
TFE3	TFE3	9
CCDC120	CCDC120	0
PRAF2	PRAF2	41
WDR45	WDR45	28
AF196779.12	AF196779.12	0
GPKOW	GPKOW	17
MAGIX	MAGIX	1
PLP2	PLP2	206
PRICKLE3	PRICKLE3	2
SYP	SYP	0
SYP-AS1	SYP-AS1	0
CACNA1F	CACNA1F	1
CCDC22	CCDC22	21
FOXP3	FOXP3	8
PPP1R3F	PPP1R3F	3
LL0XNC01-7P3.1	LL0XNC01-7P3.1	1
GAGE10	GAGE10	0
GAGE12J	GAGE12J	0
GAGE13	GAGE13	0
GAGE2E	GAGE2E	0
GAGE2D	GAGE2D	0
GAGE12I	GAGE12I	0
GAGE2C	GAGE2C	0
GAGE2B	GAGE2B	0
GAGE12B	GAGE12B	0
GAGE12C	GAGE12C	0
GAGE12D	GAGE12D	0
GAGE12E	GAGE12E	0
GAGE12F	GAGE12F	0
GAGE12G	GAGE12G	0
GAGE12H	GAGE12H	0
GAGE2A	GAGE2A	0
GAGE1	GAGE1	0
PAGE1	PAGE1	0
PAGE4	PAGE4	0
USP27X-AS1	USP27X-AS1	0
USP27X	USP27X	1
CLCN5	CLCN5	0
AKAP4	AKAP4	0
CCNB3	CCNB3	0
SHROOM4	SHROOM4	0
BMP15	BMP15	0
RP11-104D21.3	RP11-104D21.3	0
NUDT10	NUDT10	0
RP11-348F1.3	RP11-348F1.3	1
RP11-348F1.2	RP11-348F1.2	0
CXorf67	CXorf67	0
NUDT11	NUDT11	1
RP11-56H2.2	RP11-56H2.2	0
GSPT2	GSPT2	8
MAGED1	MAGED1	13
RP11-114H20.1	RP11-114H20.1	0
MAGED4B	MAGED4B	0
MAGED4	MAGED4	0
RP11-363G10.2	RP11-363G10.2	0
XAGE2B	XAGE2B	0
XAGE1B	XAGE1B	0
XAGE1A	XAGE1A	0
XAGE2	XAGE2	0
XAGE1C	XAGE1C	0
XAGE1D	XAGE1D	0
XAGE1E	XAGE1E	0
SSX7	SSX7	0
SSX2	SSX2	0
SSX2B	SSX2B	0
SPANXN5	SPANXN5	0
XAGE5	XAGE5	0
XAGE3	XAGE3	0
FAM156B	FAM156B	0
FAM156A	FAM156A	0
GPR173	GPR173	0
TSPYL2	TSPYL2	33
RP11-236P24.3	RP11-236P24.3	0
LINC01155	LINC01155	0
RP11-258C19.7	RP11-258C19.7	1
KDM5C	KDM5C	4
IQSEC2	IQSEC2	0
SMC1A	SMC1A	18
RIBC1	RIBC1	0
HSD17B10	HSD17B10	100
RP3-339A18.6	RP3-339A18.6	0
HUWE1	HUWE1	17
PHF8	PHF8	4
FAM120C	FAM120C	4
WNK3	WNK3	1
TSR2	TSR2	80
FGD1	FGD1	0
GNL3L	GNL3L	7
ITIH6	ITIH6	0
MAGED2	MAGED2	27
TRO	TRO	0
PFKFB1	PFKFB1	0
APEX2	APEX2	13
ALAS2	ALAS2	0
PAGE2B	PAGE2B	0
PAGE2	PAGE2	0
FAM104B	FAM104B	9
MTRNR2L10	MTRNR2L10	0
PAGE5	PAGE5	4
PAGE3	PAGE3	0
MAGEH1	MAGEH1	17
USP51	USP51	2
FOXR2	FOXR2	0
RRAGB	RRAGB	6
RP13-188A5.1	RP13-188A5.1	12
AL353698.1	AL353698.1	0
KLF8	KLF8	3
UBQLN2	UBQLN2	35
RP11-431N15.2	RP11-431N15.2	0
RP11-445O16.3	RP11-445O16.3	0
SPIN3	SPIN3	3
SPIN2B	SPIN2B	12
RP3-323P24.3	RP3-323P24.3	0
SPIN2A	SPIN2A	0
FAAH2	FAAH2	3
ZXDB	ZXDB	1
ZXDA	ZXDA	9
SPIN4	SPIN4	0
SPIN4-AS1	SPIN4-AS1	0
ARHGEF9	ARHGEF9	9
AMER1	AMER1	0
ASB12	ASB12	0
MTMR8	MTMR8	1
ZC4H2	ZC4H2	4
ZC3H12B	ZC3H12B	0
LAS1L	LAS1L	17
MSN	MSN	81
RP6-159A1.3	RP6-159A1.3	0
VSIG4	VSIG4	0
HEPH	HEPH	0
EDA2R	EDA2R	0
AR	AR	0
RP6-201G10.2	RP6-201G10.2	0
OPHN1	OPHN1	0
YIPF6	YIPF6	10
STARD8	STARD8	0
EFNB1	EFNB1	0
PJA1	PJA1	9
LINC00269	LINC00269	0
FAM155B	FAM155B	0
RP13-57D9.3	RP13-57D9.3	0
EDA	EDA	1
AWAT2	AWAT2	0
OTUD6A	OTUD6A	0
IGBP1	IGBP1	141
IGBP1-AS2	IGBP1-AS2	0
IGBP1-AS1	IGBP1-AS1	0
DGAT2L6	DGAT2L6	0
AWAT1	AWAT1	0
P2RY4	P2RY4	0
ARR3	ARR3	0
RAB41	RAB41	0
PDZD11	PDZD11	20
KIF4A	KIF4A	0
GDPD2	GDPD2	0
DLG3	DLG3	2
DLG3-AS1	DLG3-AS1	0
TEX11	TEX11	0
SLC7A3	SLC7A3	0
SNX12	SNX12	14
FOXO4	FOXO4	4
CXorf65	CXorf65	6
IL2RG	IL2RG	276
MED12	MED12	4
NLGN3	NLGN3	0
RP5-1091N2.9	RP5-1091N2.9	14
GJB1	GJB1	0
ZMYM3	ZMYM3	4
NONO	NONO	66
ITGB1BP2	ITGB1BP2	0
TAF1	TAF1	5
OGT	OGT	8
ACRC	ACRC	0
CXCR3	CXCR3	20
CXorf49	CXorf49	0
RP11-402P6.7	RP11-402P6.7	0
RP11-402P6.11	RP11-402P6.11	0
CXorf49B	CXorf49B	0
NHSL2	NHSL2	0
RGAG4	RGAG4	0
PIN4	PIN4	51
ERCC6L	ERCC6L	0
RPS4X	RPS4X	799
CITED1	CITED1	0
HDAC8	HDAC8	16
PHKA1	PHKA1	0
PHKA1-AS1	PHKA1-AS1	0
DMRTC1B	DMRTC1B	0
RP1-172N19.1	RP1-172N19.1	0
RP11-69A21.2	RP11-69A21.2	0
DMRTC1	DMRTC1	0
LINC00684	LINC00684	0
RP11-493K23.1	RP11-493K23.1	0
PABPC1L2B	PABPC1L2B	0
PABPC1L2A	PABPC1L2A	0
RP11-493K23.4	RP11-493K23.4	0
NAP1L6	NAP1L6	0
NAP1L2	NAP1L2	1
CDX4	CDX4	0
CHIC1	CHIC1	2
TSIX	TSIX	0
XIST	XIST	41
JPX	JPX	29
RP13-216E22.4	RP13-216E22.4	0
FTX	FTX	3
ZCCHC13	ZCCHC13	0
SLC16A2	SLC16A2	0
RLIM	RLIM	3
KIAA2022	KIAA2022	1
ABCB7	ABCB7	22
UPRT	UPRT	5
ZDHHC15	ZDHHC15	0
MAGEE2	MAGEE2	0
RP11-212D3.4	RP11-212D3.4	0
PBDC1	PBDC1	27
MAGEE1	MAGEE1	5
FGF16	FGF16	0
ATRX	ATRX	52
MAGT1	MAGT1	10
COX7B	COX7B	58
ATP7A	ATP7A	0
PGAM4	PGAM4	0
PGK1	PGK1	180
TAF9B	TAF9B	7
CYSLTR1	CYSLTR1	21
ZCCHC5	ZCCHC5	0
LPAR4	LPAR4	0
P2RY10	P2RY10	28
GPR174	GPR174	0
ITM2A	ITM2A	69
TBX22	TBX22	0
FAM46D	FAM46D	0
BRWD3	BRWD3	1
HMGN5	HMGN5	5
SH3BGRL	SH3BGRL	150
RP3-326L13.2	RP3-326L13.2	0
POU3F4	POU3F4	0
RP3-326L13.3	RP3-326L13.3	0
CYLC1	CYLC1	0
RPS6KA6	RPS6KA6	0
HDX	HDX	0
APOOL	APOOL	0
SATL1	SATL1	0
RP5-928E24.2	RP5-928E24.2	0
ZNF711	ZNF711	2
POF1B	POF1B	0
CHM	CHM	3
DACH2	DACH2	0
KLHL4	KLHL4	0
CPXCR1	CPXCR1	0
RP13-348B13.2	RP13-348B13.2	0
TGIF2LX	TGIF2LX	0
RP13-212L9.1	RP13-212L9.1	0
PABPC5-AS1	PABPC5-AS1	0
PABPC5	PABPC5	0
PCDH11X	PCDH11X	0
NAP1L3	NAP1L3	1
FAM133A	FAM133A	0
DIAPH2	DIAPH2	6
RPA4	RPA4	1
DIAPH2-AS1	DIAPH2-AS1	0
PCDH19	PCDH19	0
TNMD	TNMD	0
TSPAN6	TSPAN6	1
SRPX2	SRPX2	0
RP11-524D16__A.3	RP11-524D16__A.3	0
SYTL4	SYTL4	0
CSTF2	CSTF2	5
NOX1	NOX1	0
XKRX	XKRX	0
ARL13A	ARL13A	0
TRMT2B	TRMT2B	8
TMEM35	TMEM35	0
CENPI	CENPI	1
DRP2	DRP2	0
TAF7L	TAF7L	0
TIMM8A	TIMM8A	9
BTK	BTK	42
RPL36A	RPL36A	587
RPL36A-HNRNPH2	RPL36A-HNRNPH2	0
GLA	GLA	10
HNRNPH2	HNRNPH2	27
ARMCX4	ARMCX4	2
ARMCX1	ARMCX1	1
ARMCX6	ARMCX6	1
ARMCX3	ARMCX3	30
ARMCX3-AS1	ARMCX3-AS1	0
ARMCX2	ARMCX2	3
NXF5	NXF5	0
ZMAT1	ZMAT1	7
TCEAL2	TCEAL2	0
TCEAL6	TCEAL6	0
BEX5	BEX5	9
NXF2	NXF2	0
TCP11X1	TCP11X1	0
NXF2B	NXF2B	0
TCP11X2	TCP11X2	0
TMSB15A	TMSB15A	0
ARMCX5	ARMCX5	7
RP4-769N13.7	RP4-769N13.7	0
GPRASP1	GPRASP1	1
GPRASP2	GPRASP2	1
BHLHB9	BHLHB9	0
LINC00630	LINC00630	0
LL0XNC01-237H1.2	LL0XNC01-237H1.2	0
RAB40AL	RAB40AL	0
LL0XNC01-237H1.3	LL0XNC01-237H1.3	0
BEX1	BEX1	0
NXF3	NXF3	0
BEX4	BEX4	71
TCEAL8	TCEAL8	46
TCEAL5	TCEAL5	0
BEX2	BEX2	78
TCEAL7	TCEAL7	0
WBP5	WBP5	2
NGFRAP1	NGFRAP1	47
LL0XNC01-250H12.3	LL0XNC01-250H12.3	0
RAB40A	RAB40A	0
TCEAL4	TCEAL4	25
TCEAL3	TCEAL3	19
TCEAL3-AS1	TCEAL3-AS1	0
TCEAL1	TCEAL1	13
MORF4L2	MORF4L2	39
MORF4L2-AS1	MORF4L2-AS1	1
GLRA4	GLRA4	0
TMEM31	TMEM31	1
PLP1	PLP1	0
RAB9B	RAB9B	1
LL0XNC01-116E7.2	LL0XNC01-116E7.2	0
TMSB15B	TMSB15B	4
H2BFWT	H2BFWT	0
H2BFM	H2BFM	0
SLC25A53	SLC25A53	7
ZCCHC18	ZCCHC18	4
FAM199X	FAM199X	5
ESX1	ESX1	0
IL1RAPL2	IL1RAPL2	0
TEX13A	TEX13A	0
NRK	NRK	0
SERPINA7	SERPINA7	0
MUM1L1	MUM1L1	0
CXorf57	CXorf57	2
RNF128	RNF128	0
TBC1D8B	TBC1D8B	1
MORC4	MORC4	1
RIPPLY1	RIPPLY1	0
CLDN2	CLDN2	0
RBM41	RBM41	6
NUP62CL	NUP62CL	2
PIH1D3	PIH1D3	0
FRMPD3-AS1	FRMPD3-AS1	0
FRMPD3	FRMPD3	0
PRPS1	PRPS1	53
TSC22D3	TSC22D3	446
NCBP2L	NCBP2L	0
MID2	MID2	0
RP6-191P20.4	RP6-191P20.4	0
TEX13B	TEX13B	0
VSIG1	VSIG1	5
PSMD10	PSMD10	5
ATG4A	ATG4A	10
COL4A6	COL4A6	0
COL4A5	COL4A5	0
RP6-24A23.6	RP6-24A23.6	0
IRS4	IRS4	0
RP6-24A23.3	RP6-24A23.3	0
GUCY2F	GUCY2F	0
NXT2	NXT2	6
KCNE1L	KCNE1L	0
ACSL4	ACSL4	1
TMEM164	TMEM164	0
AMMECR1	AMMECR1	7
GNG5P2	GNG5P2	2
RGAG1	RGAG1	0
CHRDL1	CHRDL1	0
PAK3	PAK3	0
CAPN6	CAPN6	0
DCX	DCX	0
LINC00890	LINC00890	0
ALG13	ALG13	33
ALG13-AS1	ALG13-AS1	0
TRPC5	TRPC5	0
TRPC5OS	TRPC5OS	0
ZCCHC16	ZCCHC16	0
LHFPL1	LHFPL1	0
AMOT	AMOT	0
RP5-964N17.1	RP5-964N17.1	0
HTR2C	HTR2C	0
IL13RA2	IL13RA2	0
LRCH2	LRCH2	0
RBMXL3	RBMXL3	0
LUZP4	LUZP4	0
RP1-93I3.1	RP1-93I3.1	0
PLS3	PLS3	0
RP1-241P17.4	RP1-241P17.4	27
RP1-241P17.1	RP1-241P17.1	0
RP11-761E20.1	RP11-761E20.1	0
AGTR2	AGTR2	0
SLC6A14	SLC6A14	0
CT83	CT83	0
RP11-232D9.3	RP11-232D9.3	0
KLHL13	KLHL13	0
WDR44	WDR44	2
DOCK11	DOCK11	10
IL13RA1	IL13RA1	9
ZCCHC12	ZCCHC12	0
RP4-562J12.2	RP4-562J12.2	0
LONRF3	LONRF3	0
KIAA1210	KIAA1210	0
PGRMC1	PGRMC1	11
RP5-1139I1.1	RP5-1139I1.1	0
RP5-1139I1.2	RP5-1139I1.2	0
SLC25A43	SLC25A43	3
SLC25A5	SLC25A5	259
CXorf56	CXorf56	2
UBE2A	UBE2A	42
NKRF	NKRF	4
SEPT6	SEPT6	122
SOWAHD	SOWAHD	6
RPL39	RPL39	172
UPF3B	UPF3B	38
RNF113A	RNF113A	73
NDUFA1	NDUFA1	178
AKAP14	AKAP14	0
RP3-327A19.5	RP3-327A19.5	0
NKAP	NKAP	50
GS1-421I3.2	GS1-421I3.2	0
RP4-755D9.1	RP4-755D9.1	0
RHOXF2B	RHOXF2B	0
RHOXF1	RHOXF1	1
GS1-421I3.4	GS1-421I3.4	0
RHOXF2	RHOXF2	0
ZBTB33	ZBTB33	2
TMEM255A	TMEM255A	0
ATP1B4	ATP1B4	0
LAMP2	LAMP2	16
CUL4B	CUL4B	3
MCTS1	MCTS1	53
C1GALT1C1	C1GALT1C1	5
CT47B1	CT47B1	0
CT47A12	CT47A12	0
CT47A11	CT47A11	0
CT47A10	CT47A10	0
CT47A9	CT47A9	0
CT47A8	CT47A8	0
CT47A7	CT47A7	0
CT47A5	CT47A5	0
CT47A6	CT47A6	0
CT47A4	CT47A4	0
CT47A3	CT47A3	0
CT47A1	CT47A1	0
CT47A2	CT47A2	0
GLUD2	GLUD2	0
RP13-192B19.2	RP13-192B19.2	0
GRIA3	GRIA3	0
THOC2	THOC2	22
XIAP	XIAP	11
XIAP-AS1	XIAP-AS1	0
RP1-315G1.3	RP1-315G1.3	1
STAG2	STAG2	26
SH2D1A	SH2D1A	14
TENM1	TENM1	1
RP11-13E5.2	RP11-13E5.2	0
DCAF12L2	DCAF12L2	0
DCAF12L1	DCAF12L1	0
CXorf64	CXorf64	0
CTD-2076M15.1	CTD-2076M15.1	0
ACTRT1	ACTRT1	0
RP1-30E17.2	RP1-30E17.2	0
SMARCA1	SMARCA1	0
OCRL	OCRL	1
APLN	APLN	0
XPNPEP2	XPNPEP2	1
SASH3	SASH3	39
ZDHHC9	ZDHHC9	1
RP4-537K23.4	RP4-537K23.4	0
UTP14A	UTP14A	10
BCORL1	BCORL1	2
ELF4	ELF4	5
AIFM1	AIFM1	5
RAB33A	RAB33A	11
ZNF280C	ZNF280C	1
SLC25A14	SLC25A14	8
GPR119	GPR119	0
RBMX2	RBMX2	40
RP1-274L7.1	RP1-274L7.1	0
ENOX2	ENOX2	5
RP1-23K20.2	RP1-23K20.2	0
ARHGAP36	ARHGAP36	0
IGSF1	IGSF1	0
OR13H1	OR13H1	0
RP11-453F18__B.1	RP11-453F18__B.1	0
MST4	MST4	15
FRMD7	FRMD7	0
RAP2C	RAP2C	13
RAP2C-AS1	RAP2C-AS1	2
MBNL3	MBNL3	10
HS6ST2	HS6ST2	0
HS6ST2-AS1	HS6ST2-AS1	0
USP26	USP26	0
TFDP3	TFDP3	0
GPC4	GPC4	0
GPC3	GPC3	0
CCDC160	CCDC160	0
PHF6	PHF6	12
HPRT1	HPRT1	43
MIR503HG	MIR503HG	0
LINC00629	LINC00629	0
PLAC1	PLAC1	0
RP11-308B5.2	RP11-308B5.2	0
FAM122B	FAM122B	18
FAM122C	FAM122C	8
MOSPD1	MOSPD1	6
RP3-473B4.3	RP3-473B4.3	0
SMIM10	SMIM10	0
FAM127C	FAM127C	0
FAM127A	FAM127A	10
FAM127B	FAM127B	15
RP11-85L21.4	RP11-85L21.4	0
LINC00087	LINC00087	0
LINC00633	LINC00633	0
RP11-85L21.6	RP11-85L21.6	0
CT55	CT55	0
ZNF75D	ZNF75D	2
RP13-210D15.4	RP13-210D15.4	0
ZNF449	ZNF449	1
RP11-265D19.6	RP11-265D19.6	0
LINC00086	LINC00086	1
DDX26B-AS1	DDX26B-AS1	0
DDX26B	DDX26B	1
CT45A1	CT45A1	0
CT45A2	CT45A2	0
CT45A3	CT45A3	0
CT45A4	CT45A4	0
CT45A5	CT45A5	0
CT45A6	CT45A6	0
SAGE1	SAGE1	0
MMGT1	MMGT1	15
SLC9A6	SLC9A6	3
FHL1	FHL1	13
MAP7D3	MAP7D3	8
GPR112	GPR112	0
BRS3	BRS3	0
HTATSF1	HTATSF1	36
VGLL1	VGLL1	0
CD40LG	CD40LG	21
ARHGEF6	ARHGEF6	12
RP11-1114A5.4	RP11-1114A5.4	1
RBMX	RBMX	159
GPR101	GPR101	0
RP1-137H15.2	RP1-137H15.2	0
ZIC3	ZIC3	0
RP6-27P15.2	RP6-27P15.2	0
FGF13	FGF13	0
FGF13-AS1	FGF13-AS1	0
F9	F9	0
MCF2	MCF2	1
ATP11C	ATP11C	2
CXorf66	CXorf66	0
RP11-364B14.1	RP11-364B14.1	0
AC004070.1	AC004070.1	0
SOX3	SOX3	0
XXyac-YR29IB3.1	XXyac-YR29IB3.1	0
LINC00632	LINC00632	0
CDR1	CDR1	0
RP11-298A8.2	RP11-298A8.2	0
SPANXB2	SPANXB2	0
SPANXB1	SPANXB1	0
LDOC1	LDOC1	19
SPANXC	SPANXC	0
SPANXA1	SPANXA1	0
SPANXA2	SPANXA2	0
RP1-171K16.5	RP1-171K16.5	0
SPANXD	SPANXD	0
MAGEC3	MAGEC3	0
MAGEC1	MAGEC1	0
MAGEC2	MAGEC2	0
SPANXN4	SPANXN4	0
GS1-256O22.5	GS1-256O22.5	0
SPANXN3	SPANXN3	0
SLITRK4	SLITRK4	0
SPANXN2	SPANXN2	0
RP3-526F5.2	RP3-526F5.2	0
UBE2NL	UBE2NL	0
RP11-143G3.1	RP11-143G3.1	0
SPANXN1	SPANXN1	0
SLITRK2	SLITRK2	0
TMEM257	TMEM257	0
CXorf51B	CXorf51B	0
CXorf51A	CXorf51A	0
L29074.3	L29074.3	0
FMR1	FMR1	2
FMR1NB	FMR1NB	0
AC002368.4	AC002368.4	0
AFF2	AFF2	0
IDS	IDS	46
IDS.1	IDS.1	0
AF011889.2	AF011889.2	0
LINC00893	LINC00893	1
CXorf40A	CXorf40A	8
RP5-937E21.8	RP5-937E21.8	0
MAGEA9B	MAGEA9B	0
HSFX2	HSFX2	0
TMEM185A	TMEM185A	3
MAGEA11	MAGEA11	0
HSFX1	HSFX1	0
MAGEA9	MAGEA9	0
MAGEA8-AS1	MAGEA8-AS1	0
MAGEA8	MAGEA8	0
CXorf40B	CXorf40B	24
XX-FW81066F1.2	XX-FW81066F1.2	0
LINC00894	LINC00894	0
MAMLD1	MAMLD1	0
MTM1	MTM1	2
MTMR1	MTMR1	4
CD99L2	CD99L2	3
AF003626.1	AF003626.1	0
HMGB3	HMGB3	1
GPR50-AS1	GPR50-AS1	0
GPR50	GPR50	0
AF003625.3	AF003625.3	0
VMA21	VMA21	24
